Return the Explorers' League Document to Torren Squarejaw in Thelsamar.	Explorers' League Document (6 of 6)	The document bears the Explorers' League crest and contains detailed assessments of the various threats present within Loch Modan. Sooty smudges lead you to believe it was likely stolen by the Dark Iron spies in the area. You recall mention of missing documents at the Explorers' League building in Thelsamar. 
Deal with ""The Hogger Situation"" and return to Marshal Dughan.	"WANTED: ""Hogger"""	Wanted: HoggerA huge gnoll, Hogger, is prowling the woods in southwestern Elwynn. He has overpowered all attempts at his capture. The Stormwind Army has placed a generous bounty on the Gnoll. To earn the reward, bounty hunters should venture into the woods and deal with the beast. 
Obtain 8 Plague Puffers, 8 Infectis Inchers, and 8 Infectis Scuttlers from the Infectis Scar.	Frederick's Fish Fancy	I love the sea. Yes, it was I, Frederick Calston, who introduced the sea life to that lake in the southwest. I had hoped to provide the Crusade with a source of fresh food from within the borders of the Plaguelands. However, some of the fish turned out to be predators, and they now terrorize the other animals. If we're not careful, they will kill them all! Swim down to the bottom of the scar and save some snails, crabs, and pufferfish before it's too late. 
Search the Ghostlands for Knucklerot and Luzran. Bring their heads to Deathstalker Rathiel in Tranquillien for a reward.	WANTED: Knucklerot and Luzran	A bounty is hereby declared for the abominations known as Knucklerot and Luzran. These dreadful creations of Dar'Khan are extremely dangerous and have been sighted patrolling near the Howling and Bleeding Ziggurats. Individuals seeking to claim the reward must present the abominations' heads to Deathstalker Rathiel as proof of the deed. 
Use the Teleporter in the back of Fuselight-by-the-Sea to port up the mountain, then report to Dolph Blastus at Fuselight in the Badlands.	To Fuselight Proper	This, Human, is paradise. I've always wanted to live in a nice quiet town by the sea so I can focus on my explosions without any distractions. Quiet's not for everybody, though... 'specially the adventuring hero-type, like yourself. We've installed a teleporter in the backside of town that'll take you up to the top of the cliffs. From there, you can take the quick ride west into Fuselight proper, within the Badlands. There should be more for you to do up there. Tell 'em that Flo sent you. 
	Arena Grandmaster	 
	Rut'theran Village	 
Report to Overseer Oilfist at Thorium Point in Searing Gorge.	Thorium Point: The Seat of the Brotherhood	Did... did you see that? This is the missing piece we've been looking for! We have to take this information back to someone at Thorium Point. The Dark Irons have been known to consort with the firelord in the past, but never before have they brought their kind this far out into Searing Gorge. Thorium Point is west and north of here. You will find it nestled in the cliffs that overlook Pyrox Flats. Take this information straight to Overseer Oilfist. 
Bring the Skull of Horgus and the Shattered Sword of Marduk to Chromie at Crown Guard Tower in Eastern Plaguelands.	Villains of Darrowshire	The Annals of Darrowshire tells of the villains of that battle. It tells how the ghoul lord Horgus the Ravager was destroyed by Alliance forces during the battle. He was slain among the foothills north of here, and his skull remains there. Marduk the Black was never defeated, but his fabled sword now rusts, ownerless. It can be found near the road to our southeast. Retrieve these items, George. I know not why, but I am certain their fate lies with you. 
Slay 13 Plaguebats along the path to Light's Shield Tower.	Rough Roads	The Argent Crusade built these towers to be points of light in the darkness of the Plaguelands. I walk the paths between these towers, protecting and maintaining them. The roads have been dangerous lately. Plagued wildlife runs rampant, and bats swoop down upon unsuspecting travelers. It would make the next leg of my journey much easier if you could clear some of this wildlife out of the way for me. 
Collect a bolt of Fine Dark Cloth.	Something Stolen	Everyone's going to want to dress their best for this, and finery is in short supply in the Highlands. I understand that those goblin wretches off the coast use the finest silk for repairing their zeppelin air envelopes. A waste! Find a zeppelin flying back and forth between Dragonmaw Port and the Krazzworks, and liberate some silk from the cargo hold in the lower decks. 
Bring Bernice's Necklace to ""Auntie"" Bernice Stonefield at the Stonefield Farm.	Goldtooth	I was playing near the Fargodeep Mine, and I think I dropped, er...I mean I saw, the old lady's necklace. Don't ask me how it got there...it wasn't me! Well anyway, I saw this big, gold-toothed kobold pick up the necklace and run back to his den above the mine. Go find that kobold and you'll find the necklace, I swear! 
Magister Idonis wants you to venture into Deatholme to slay Masophet the Black, Jurion the Deceiver, Borgoth the Bloodletter and Mirdoran the Fallen. Report back to him in the Sanctum of the Sun in the Ghostlands after you've completed this task.	Dar'Khan's Lieutenants	The odious traitor, Dar'Khan, has risen to great power among the ranks of the Scourge. His lieutenants command vast armies of undead against our dwindling numbers. Masophet the Black, Jurion the Deceiver, Borgoth the Bloodletter, Mirdoran the Fallen. Learn these names well for in the Ghostlands these Scourge leaders are second only to Dar'Khan himself. Slay them and their mindless armies will be thrown into disarray. 
Use the Anemone Chemical Extraction Device to gather 8 Anemone Chemical Samples from the red anemones along the walls of Glimmerdeep Gorge.	Art of Attraction	I have an idea. A brilliant idea! Those clown-looking fish have developed a symbiotic defensive relationship with the anemones. Having dismissed anemone disguise plausibilities, I've uncovered the chemical attractor that lures the fish. I have a gyrocoptic thermascrub extractor that I've brought down to take samples. Use it to extract the chemical attractor from several of the anemones, then bring the samples back to me for rapid synthesis and deployment. Go with haste! Brilliance is waiting! 
Speak with the Deathly Usher north of the Rise of the Defiler. Once atop the Rise, destroy Razelikh's body, then use the Stone Knife of Sealing to imprison his soul.	You Are Rakh'likh, Demon	Hero, listen well. First, we must travel to the Deathly Usher, who waits at the northern foot of the Rise of the Defiler, to our northeast. The usher will take us to the top of the rise. Once there, I need you to help me defeat Razelikh, for I fear that I am not strong enough to defeat him alone. Most importantly, I need you to hold the stone knife, and do not use it until I tell you to. The knife will trap Razelikh's soul within its new, eternal prison. If we succeed, speak with Wazzik. 
Use Moanah's Baitstick on a Speckled Sea Turtle and ride it back to her.	Better Late Than Dead	Greetings, friend. It is good to see that you survived your battle in one piece. While Erunak tries to scry a place of safety for us all, I shall assist you in securing a less strenuous means of transport. I have prepared this baitstick to use near a sea turtle. It is crude, but it should serve to bring one under your control. Once you've become comfortable with the animal, simply guide it back here to me. 
Obtain 6 Akiris Reeds from Naga Explorers.	Akiris by the Bundle	The naga explorers to our west carry a valuable ocean reed - Akiris reeds. Traders use them to make medicines and poultices, and craftsmen use them to line armor or even wrap cigars! In the evenings, when digging's done, father's been teaching me how to use them... but unfortunately, we ran out. Would you mind getting us some more? 
Collect the 5 Medallion Fragments from Gilblin Collectors and combine them to create Lady La-La's Medallion.	Lady La-La's Medallion	Dozens of crude gold links make up this heavy chain. Dangling from the center link is an opalescent fragment of what must have once been a large shell-shaped medallion. You wonder if the other fragments might be nearby, and if the medallion might be reassembled into its original state. 
Retrieve 6 of Captain Kelisendra's Cargo and return them to Captain Kelisendra at the defended camp just to the east of the Sunsail Anchorage in Eversong Woods.	Grimscale Pirates!	Thank goodness for you, Mechanic! Those slimy Grimscale murlocs have pirated away my cargo! It's bad enough that the Wretched have stolen what little magical goods I had, but the murlocs took the rest! What has this land come to? Could you retrieve my cargo? I can't expect that you'd be able to get all of it back, but I'll be grateful for any of it at this point. It was the Grimscale murlocs in the huts, just to the west and south of the anchorage on the Golden Strand, I'm sure of it! 
Find Pamela's doll.	Pamela's Doll	My auntie Marlene told me to stay here in our house because my father had to go and fight. My father's the bravest man in the whole world! But I've been here for a long time, and he hasn't come for me. Sometimes bad people come and whisper to me and I want my dad to make them go away, but he's not here! And sometimes when it gets dark I want to play with my doll but I can't because I left it in town. Will you find my doll for me? 
Return the Explorers' League Document to Torren Squarejaw in Thelsamar.	Explorers' League Document (5 of 6)	The document bears the Explorers' League crest and contains a detailed list of the artifacts excavated by Ironband's workers in southeastern Loch Modan. Sooty smudges lead you to believe it was likely stolen by the Dark Iron spies in the area. You recall mention of missing documents at the Explorers' League building in Thelsamar. 
Use the portal in Dragonmaw Port to go to Orgrimmar and report to High Overlord Saurfang.	Saurfang Will be Pleased	The portal is ready! It's not powerful enough to transport an army, but we can maintain the connection long enough to allow important individuals to pass back and forth. Saurfang will want to know about our progress here. Walk through the portal to Orgrimmar, then deliver the news him. 
Bring back 10 Spinal Dusts to Magistrix Aminel in Tranquillien.	Spinal Dust	The dark energy that flows through the bodies of reanimated skeletons tends to accumulate primarily in their spine. I've discovered a method of instilling this energy into a potion that boosts our magical abilities against the undead. Bring me some spinal dust and I'll be glad to provide you with a sample. You'll find an ample number of skeletons wandering the Dead Scar, west of here. 
Meet with Lindie Springstock at the city gate.	Welcome to Stormwind	Now that we are back in Stormwind, I need to deliver my mission report to King Wrynn. In the meantime, I've asked Lindie to accompany you around the city. There's a lot to see and do in Stormwind, so feel free to explore at your leisure. I'll send for you once I've delivered my report to the king. 
Seek out Lirastrasza at the Circle of Life in Twilight Highlands.	Enter the Dragon Queen	Hello, Human. I wish we could meet in more favorable circumstances. The world hangs by a thread, and all that the Titans have wrought may be in jeopardy. It saddens me greatly, but my judgment is final. Deathwing - the horrific creature that was once the Earth Warder and once my friend - must be destroyed. I have prepared a site atop the Highlands, to the west of the Vermillion Redoubt, where I can bring about his end. Seek out the Circle of Life and speak with Lirastrasza within. I will join you there. 
Use Morbent's Bane to weaken Morbent Fel and defeat him.	Morbent's Bane	<The pieces fit, and the holy artifact is restored, gleaming with sacred light. This should let you defeat Morbent Fel's dark magic.><Further down the tunnel, away from the direction you came from, a heinous cackle rings out. It's the clattering laugh of a lich. Morbent Fel is just ahead!> 
Bring a Kvaldir High-Shaman to the feet of Executioner Varathress. This task is part of a Naz'jar Battlemaiden vision. If needed, use the Blade of the Naz'jar Battlemaiden at a time focus to return to the vision.	Setting An Example	The High-Shaman are in the buildings nearby, chanting and taunting, but not daring to approach me. These Kvaldir find their courage and strength only in the mist. They are a pitiful nuisance beneath the waves. I came bearing a message. If your ladyship has the time, bring a high-shaman to my feet that I might deliver this message to him and his people. 
Survive and then slay Skullcrusher the Mountain.	Skullcrusher the Mountain	It was a trap! Cho'gall lured you in with the Hammer of Twilight so that his gronn could finish you off. Survive and slay Skullcrusher the Mountain! 
Board Fiona's Caravan when you are ready to move to the next tower.	The Trek Continues	I believe the horses are ready. Argus Highbeacon, the gentleman who works with the Argent Crusade, spoke with me earlier. I understand he will be coming with us... that's great! I'll make room for him. I know that you are busy, so there's no hurry. Whenever you're ready, hop into the caravan, and we will proceed to the next tower. 
Obtain 5 Bushels of Limes.	The Bane of Many A Pirate	Gum disease. It's a real problem, Human. I know you're new and all, and probably haven't ever needed your gums cut, but the rest of us pirates have to deal with a little thing called SCURVY. It's why we keep so many limes around here. Well... we used to keep limes around here. Someone made off with our last shipment, but they can't have gone far - maybe to the nearby islands? Bring them back, and maybe I'll see what I can do to get you promoted from swabbie. 
Guard Thomas wants you to travel north up the river and search for the two lost guards, Rolf and Malakai.	Find the Lost Guards	A few days ago we sent two Guards, Rolf and Malakai, to investigate along the river, and they have not yet returned. To complete my report, I must know what happened to those men. Travel north along the river and find the guards... or their remains. 
Raise 15 Forsaken by killing humans on Fenris Isle.	Rise, Forsaken	Fenris Isle stands defiantly at the heart of Lordamere Lake - a cruel memory of a time long since passed. Though no longer infested by gnoll vermin, a new threat has emerged. Human refugees, driven from their holdings in Hillsbrad, have fled to Fenris Isle in hopes of escaping defeat at our hands. A critical error on their part. You are to take Agatha with you to Fenris Isle and slaughter all humans. She will raise the fallen as Forsaken, bolstering our forces in the process. Do not fail me, George. 
Report to Baron Revilgaz at Booty Bay in the Cape of Stranglethorn.	Call of Booty	You feel like you've done just about enough damage, and you know the Bloodsail's battle plans. You've done everything that Baron Revilgaz has asked of you. It's time to hang up the pirate hat and return to Booty Bay. The battle looms near. 
Ragnar Thunderbrew in Kharanos wants 4 Tender Boar Ribs and a mug of Rhapsody Malt.	Beer Basted Boar Ribs	Nothing my tavern patrons enjoy more than some Beer Basted Boar Ribs! Only problem is, the local trapper who used to bring me supplies enlisted in the King's Army to help with the war on the Alliance front. Maybe you can help me out? If you bring me some boar ribs and a Rhapsody Malt from the tavern here, I'll give you the family recipe for my famous Beer Basted Boar Ribs, not to mention a free sample! The secret's in the Malt! 
Report to Watch Captain Parker at Tower Watch in Redridge Mountains.	Hero's Call: Redridge Mountains!	While the situation here is dire, other parts of the region are literally quaking from the great upheaval. I have here a report from Watch Captain Parker of Redridge Mountains, one of our territories east of Elwynn Forest. He is asking for a hero to come to their aid. We are spread so thin here that I don't know how we can afford to send anymore military. Would you check on Parker and see what he needs? You will find Watch Captain Parker atop the tower at Three Corners. 
Board Fiona's Caravan at the Thondroril River in Eastern Plaguelands.	Onward, to Light's Hope Chapel	Now that the boys are back, we can head out. You headed east? Please, join us! I insist! Yesterday, we were in the Menders' Stead, and I was telling Tarenar, ""We have two paladins and a shopkeeper, but you know what we really need? A Mechanic!""Don't look at me that way! I'm serious! Come on, hop in the cart. 
Find Lieutenant Walden in the northwestern end of the Merchant Square.	Lockdown!	What are you still doing here, citizen? Haven't you heard? The city's under complete lockdown. Go see Lieutenant Walden -- he'll give you further directions for evacuation. 
Retrieve the Ring of Mmmrrrggglll from the Grimscale chieftain's dead clutches. Return it to Hathvelion Sungaze in the Eversong Woods on the bluff overlooking the Tranquil Shore.	The Ring of Mmmrrrggglll	The Grimscale murlocs have not been scared off by your efforts. But, I think I know what will send them packing, as well as get me some personal retribution. They have a murloc chieftain that calls itself Mmmrrrggglll. It wanders the Golden Strand south of the river inlet. The beast once slew a compatriot of mine, and now wears his ring in open defiance and mockery. Slay Mmmrrrggglll, and bring back my friend's ring. Then we shall see these monsters cowed! 
Use your Arcane Torrent racial ability on a Mana Wyrm, then return to Arcanist Helion.	Thirst Unending	If there is only one lesson you deign to remember from your time on Sunstrider Isle, let it be this - control your thirst for magic. It is a thirst unending, George - what you absorb must be controlled and released via Arcane Torrent. Failure is to become one of the Wretched... hopelessly addicted and insane. Seek out a mana wyrm and unleash your Arcane Torrent upon it. Learn to master your power. When you have sufficiently released an Arcane Torrent, return to me. 
Kill the Tainted Black Bears, Tainted Nightstalkers, and Tainted Screechers in the Tainted Forest, and try to assemble their parts into a Demoniac Vessel.	Demoniac Vessel	We need a way to get Wormthorn's attention. Something to break him out of his trance. Something that's guaranteed to work. The few types of wildlife that managed to make a foothold in the Tainted Forest are, without a doubt, affected by the land's latent energies. Your task is to collect their body parts and find a way to combine them into a vessel. If Wormthorn's trance is druidic, or even if it is demonic, a large enough vessel of tainted animal flesh should be able to break it. 
Ven'jashi, the troll prisoner at Tor'Watha, wants you to bring him Chieftain Zul'Marosh's Head. Chieftain Zul'Marosh can be found in Zeb'Watha, across Lake Elrendar.	Zul'Marosh	Come closer, mon. Don't be 'fraid, Ven'jashi not gonna hurt you. Us Darkspears be mortal enemies of the Amani just like you. Their boss Zul'Marosh is evil troll. He give me the bad poison and leave me in this cage to die. I not scared of dyin', mon. I seen death in the eye an' I laugh at her. I cannot die in peace yet, mon. Not 'til Zul'Marosh be dead too. You find him 'cross the lake in Zeb'Watha. I hold this poison off 'til you bring me his big ugly head, mon. Only then I die peacefully. 
	Fiona's Lucky Charm	 
Survive 2 Massive Waves of Zombies.	Someone Setup the Pumpkin Bomb	You ever seen one of these?<Brazie pulls out a pumpkin.>This ain't no ordinary pumpkin, friend. See, once you plant it they'll lay in wait until a zombie shows up and then KABLOOEY! Zombie guts all over the place. Let's go! 
Find the Ambermill Dimensional Portal.	Transdimensional Warfare: Chapter I	<Sylvanas hands you the signet ring.>Take the ring and make your way to Beren's Peril, southeast of here, located in a cave in the hills. Once there, search the cave for the portal to the pocket dimension that conceals the Ambermill magi. I will communicate with you through your thoughts, George. Once you have reached the portal I will give you your marching orders. 
Speak to Fiasco Sizzlegrin just outside of the building to join the assault, then use your improvised explosives to kill 100 Azsh'ir Soldiers, 20 Azsh'ir Wave Screamers, and 12 Azsh'ir Archaens.	Swift Action	We have everything we need to begin the attack. If your claims were correct, you would do well to make sure you cling tight to your mount as we make the run. Anyone who gets caught in the open water isn't likely to out-swim a naga. Kill as many as you can as we make the attack run and we'll rendezvous on the broken ledge of the southern terrace above once we've expended our explosives. Hopefully by that point there will be few enough that we can finish them off the old-fashioned way. 
Using the Firefighting Equipment, extinguish 6 fires at the Ironforge Airfield.	Extinguish the Fires	The Dark Iron attack took us by surprise. Their saboteurs managed to damage most of our aircraft, steam tanks, and supplies. We were only able to get a few of our bombers airborne. Every technician, recruit, and guard I can spare is scrambling to get the others repaired and flight-ready. Our infantry can only hold out for so long. Take this equipment and help extinguish the burning bombers. 
Purchase a Crate of Grade-E Meat from Kelsey Yance and a Crate of Pupellyverbos Port from Whiskey Slim.	A Giant's Feast	The next giant on my list is called Negolash. I remember vividly how he leapt from the seafoam and plucked poor Poop-Deck Paul from the crow's nest. Swallowed him in one gulp, he did. And snapped my mizzenmast in two on the way down. No man on my crew deserves such a heinous death. So we're going to use Negolash's appetite against him. Kelsey Yance should be able to sell you some meat, and Whiskey Slim has enough booze to knock out... well, a sea giant. You'll find both of them in town. 
Bring the Opened Mosh'Ogg Bounty to Dask ""The Flask"" Gobfizzle at the Explorers' League Digsite in the Cape of Stranglethorn.	"Dask ""The Flask"" Gobfizzle"	Hey - you must be that <fella'/lass> that Wulfred was talkin' about! The one who found the ogre artifact, and helped him test out those strange stones from up north. Welcome to the digsite, George! We were actually working on identifying those samples right as you got here. Would you mind bringing the sample over to Dask? I need him to help me find out how old it is. 
Acquire the Demon Chain.	The Demon Chain	Narkrall revealed to me the secret of his influence over the drakes in this area. I thought the Demon Chain was a myth, but he's had it all along. And now the fool is about to lose it! His life is meaningless to me but the Dragonmaw can't afford to lose that artifact. Follow him north, up to Thundermar. The city will be in chaos, so you may be able to land undetected. Return to me with the Demon Chain, even if you have to remove it from Narkrall's corpse. Find that artifact, George! 
Use the Forsaken Catapults to board the Forsaken ships and slay Captain Morris and Captain Anson.	Two By Sea	The Forsaken catapults are kicking the snot out of us, George. And even if we do take care of them, they've two ships with rows of cannons at the ready. I've a plan to kill two birds with one stone. You're the stone in this plan. Take out the machinists manning the catapults. After this, use the catapults to launch yourself aboard the Forsaken ships. If your aim isn't terrible, you should be able to land safely. Once onboard, go below decks and take care of each ship's captain. Good luck, Mechanic. 
Obtain Gregor's Remains, Nissa's Remains, Thurman's Remains, and Devlin's Remains.	Deaths in the Family	The Agamand family was the most prosperous family in Tirisfal Glades. I used to work their mills...before the plague. When the Scourge first came, the Agamands fortified their home and convinced those in their employ to remain and help them defend. We were fools, but at least we were loyal fools. The Agamands, in their pride, doomed us to undeath. And now they are minions of the Scourge! Serve the Forsaken by defeating the Agamands who fell to the plague. Serve me by bringing me their remains. 
Collect 8 pieces of Incendicite Ore.	Incendicite Ore	Thelgen Rock over yonder is something of a natural wonder. It's the only known source of incendicite in the world! The stuff's rare, highly sought, and ridiculously explosive. Hit it with a steel mining pick and you'll set off a fireworks show that'll put a room full of goblins to shame. Luckily, I've developed a spark-proof pick for such tasks. I'll loan it to you if you bring me back some incendicite ore, and I'll split you in on the profits, of course. 
Obtain the Brain of the Unfathomable.	... It Will Come	I now imbue you with the energies of the corrupting faceless. Swim down to my luring totem in the trench to the northeast. Release the energies through it. Bring back the brain of their leader. Call forth to Ick'thys the Unfathomable... it will come! 
Kill Overlord Barbarius and recover the Blackrock Lever Key. Use the Blackrock Lever Key to free Danforth.	And Last But Not Least... Danforth	Danforth's being tortured on the other side of the cave. There's no telling what state he's in by now! We need to get over there and save him! Overlord Barbarius has the key to the lever holding Danforth up. We work together as a team and we can kill that bastard, Barbarius. Once Barbarius is dead, we use his key to get Danforth down and get out of here! Ready? 
Speak with Lil' Crazy Jerry to board the ship, then retrieve all three of Crazy Larry's important goods.	In With a Bang	Our trade frigate's still all the way out there on the water, swarming with Gilblins! AHH! Sorry about that. But really! We need a way to get you out there and get back our stuff. There's quality goods left on that ship! QUALITY! LIKE MY MIDDLE NAME! Lucky for you, I have an idea! Head right outside the camp and check along the north wall... my son Jerry'll get you over there with our cannon! If he's been practicing, that is! 
Search Forlorn Rowe for signs of Morbent Fel.	The Fate of Morbent Fel	Before I was lost to the woods, the last thing I remember is Morbent Fel. He was a vile necromancer, and the reason this land swarms with so many vile undead. I asked an adventurer to help me put an end to him. I thought they did! But Sister Elsington tells me the land still crawls with ghouls and spectres ripped from the grave. Morbent Fel should have breathed his last in the house on Forlorn Rowe, north of Raven Hill Cemetery. Go there and see what's become of him... 
Kill War Reavers in the Ruins of Thaurissan, then loot 3 Obsidian Pistons, 3 Flux Exhaust Sieves, 3 Thorium Gearshafts, and 1 Stone Power Core from the War Reaver Parts that they drop.	Scrapped Golems	We keep golems here, as guards. The dwarves to our north also keep golems, but I'm not sure why. Mainly just for killin', I suppose. We could use some spare parts for our own golems, so here's what yer gonna do: kill theirs, then look for any parts that might've fallen on the ground. Salvage what ye can. Ye probably won't be able to salvage everything, so choose carefully. 
Collect 6 Intact Swampshore Tails from Swampshore Makrura.	Maliciously Delicious	You know, I've got a problem you might be able to help me out with, here. See, in addition to the fine pursuit of arms dealing, I'm trying to liven up the entertainment here in Bogpaddle. Apparently there's a bunch of these makrura things in the north waters that don't take kindly to the wild beach parties we've been throwing. Joke's on them. I'm not gonna be pushed around by giant lobsters; they're my next source of revenue! You bring me some of their tails and we'll turn a problem into profit. 
Seek out Clerk Daltry in the Darkshire Town Hall.	The Legend of Stalvan	I'm here because I received a letter from my brother Stalvan, who I haven't seen in years. On arriving here, I was told he was dead...The entire town refuses to offer any further explanation. Any mention of his name is met with terror and suspicion. As if I didn't have enough of that myself! I'm afraid of what will happen if my frustration and anger grows any further. I beg you, help me get to the bottom of this. Implore Clerk Daltry for any information he may have on my brother. 
Complete the Warden's Game by teleporting the Warden's Pawns into inward-facing positions.	The Warden's Game	You see the statue split into two, then four, then eight identical statues in a square formation. You hear a voice, not through your ears, but in the back of your mind: ""A true warden does not face OUTWARD, searching for signs of danger. A true warden keeps his gaze INWARD, always focused on protecting his quarry.""Perhaps this is a riddle of some sort? 
Stand by for Warchief Garrosh Hellscream's arrival.	The Warchief Cometh	You're just in time, Georgenub. It is Georgenub, right?<Grand Executor Mortuus looks at a sheet of paper.>Yes, that's what the paperwork says: ""Georgenub.""<Grand Executor Mortuus points to your name on the sheet of paper.>Where was I? Oh yes, you're just in time! The Warchief should be arriving at any moment to meet with our leader and savior, the Dark Lady herself. Just stand by and be at your best behavior. I expect that when this demonstration is over we will all receive commendations! 
Kill 8 Arcane Wraiths and 2 Tainted Arcane Wraiths, as well as Felendren the Banished; they are located in the Falthrien Academy. Bring Felendren's Head to Lanthan Perilon on Sunstrider Isle.	Felendren the Banished	A betrayer of our people resides atop Falthrien Academy to the southwest. Felendren is his name, and he was banished from blood elf lands for failing to heed the warnings of our teachers and elders. He is the worst of our society, as he lives only to feed his insatiable magical addictions. He refused to learn control; he is a shell of his former self - one of the Wretched - and he is a threat to the Sunspire. Destroy him and the wraiths he uses as minions. 
Use the Concentrated Solvent on 6 Ore Heaps in the Nethergarde Mines.	It's All Mine	All over this cavern you'll find unguarded piles of ore, just waiting to be tampered with. Our first choice would be to steal the ore, obviously, but that requires mine carts, protection, and labor... three things we just don't have. So instead, we're just going to ruin this little mining party with a little bit of highly corrosive solvent. Take this bottle - CAREFULLY - and pour it onto those heaps of ore. 'Cause if we can't have this ore, then neither can they. 
Slay Debilitated Apexar, Debilitated Aetheron, and Debilitated Edemantus.	Portal Overload	I used to be the caretaker of the Earthen Ring's portals here. But while we were away helping to save Deepholm, the Twilight's Hammer moved in and corrupted the area. They're using powerful ascendants to guard our portals. That's where they've made a critical error. I want you to go to the portals and use the controllers to overload them. This will unleash all of the portal's energy, debilitating the ascendant. Slay it. 
Kill Citizen Wilkes and Clerk Horrace Whitesteed.	Discretion is Key	We must destroy all of the evidence, George! Did I say evidence? I meant crazed undead! Anyway, discretion is key. We must not let the rampaging undead make it out of the Sludge Fields and no one outside of this institution must know about what happened here! Directly southeast of here in what used to be the old mushroom farm you'll find a reanimated fiend known as Citizen Wilkes and his cohort, Clerk Horrace Whitesteed. They have been causing huge problems for my guards. Find them and kill them! 
Report to Captain Alpert at Moonbrook in Westfall.	To Moonbrook!	We have had a camp near Moonbrook for quite some time now, George. One of my best soldiers works the area along with a company of Sentinel Hill troopers. Report to Captain Alpert now and find out if he has any news about the happenings in Moonbrook. Another ally of mine is also at the Moonbrook camp. His name is Thoralius. I met Thoralius in Northrend during my time in Valgarde. He is a wise and powerful shaman. Perhaps his abilities could help us solve this mystery. 
Return the Explorers' League Document to Torren Squarejaw in Thelsamar.	Explorers' League Document (2 of 6)	The document bears the Explorers' League crest and seems to detail potential dig sites in Loch Modan. Sooty smudges lead you to believe it was likely stolen by the Dark Iron spies in the area. You recall mention of missing documents at the Explorers' League building in Thelsamar. 
Bring the Tainted Arcane Sliver to Arcanist Helion at the gazebo of the Sunspire on Sunstrider Isle.	Tainted Arcane Sliver	You've found an odd sliver of crystallized mana on the corpse of the tainted arcane wraith. The sliver is different than others you may have seen in that it is as dark and sinister-looking as the wraith you looted it from. Just holding it gives you a sense of unnatural foreboding. Arcanist Helion at the gazebo of the Sunspire on Sunstrider Isle just might be someone who would have a use for the sliver. 
Seek out Witch Doctor Unbagwa and have him summon Mokk the Savage. Bring the Heart of Mokk to Fin Fizracket.	Stranglethorn Fever	Sick...so...very s-s-sick... have contracted Stranglethorn Fever.......technically... CAPE of Stranglethorn Fever.......deadly v-v-virus.......only cure... is... is... to eat the heart of M-m-m-m-mokk the Savage... elusive white beast.......Witch Doctor Unbagwa... only one who can s-s-summon.......seek Unbagwa in hidden cave on southern cape.......hurry... dying... dying.... 
Drink Krennan's Potion of Stealth in Tempest's Reach and assassinate Baron Ashbury and Lord Walden.	Betrayal at Tempest's Reach	King Greymane has been taken prisoner by Lord Godfrey in Tempest's Reach! He managed to convince two of the eastern lords to go with his plan. The fool seems to think he can strike a deal with the Forsaken by turning Greymane over to them. Listen carefully, George. We need to resolve this with as little bloodshed as possible. This potion will allow you to sneak in undetected. We need you to assassinate the traitorous lords before this gets out of hand! 
Kill Zephyrus.	The Durnholde Challenge: Zephyrus	Durnholde Keep has always been a place of strife. For years the humans used it as an internment camp and prison for the orcs. After that it was taken over by the Syndicate. Now? The Dark Lady captured and placed powerful elementals within its walls. She charged me with administering ""The Durnholde Challenge."" Any that can defeat all of the elementals will earn a grand prize! Take this guide and face your first challenge: Zephyrus! Durnholde is located just northeast of us. 
Collect 8 Skittering Spiderlings in Jintha'Alor.	All That Skitters	There's somethin' I've noticed up there... Jintha'Alor's full of spiders. Small ones about as big as yer hand. Not an unusual sight for the Hinterlands, but somethin's amiss. To be honest, I don't trust the trolls to keep pets. They're up to somethin'. I need you to bring me some of those spiders. Keep 'em alive if you can, and we'll see what the spirits tell me... 
Kill 5 Doomguard Destroyers, 5 Dreadlord Defilers, 5 Corrupted Darkwood Treants, and 3 Felspore Bog Lords in the Tainted Forest.	The Demons and the Druid	The Reliquary is focused on the acquisition and preservation of magical artifacts. Our particular excursion is focused on the demonic artifacts that are hidden in what used to be the Tainted Scar. A worgen druid has taken residence in the scar and is coaxing a forest to grow. He seems to be failing, however, as the area is still infested with demons. Anyhow, his forest stands in the way of our excursion, as do these demons. Slay the tainted ones, then return to me so we might deal with the druid. 
Sabotage the Barrel of Grog, the Barrel of Gunpowder, and the Crate of Cannonballs.	Sinking From Within	The attack on Booty Bay is looming. You'll have to return to Booty Bay quickly and inform the Baron. First, however, it might be a good idea to sabotage some of the pirates' supplies while you're still in their favor. The pirates keep most of their supplies belowdecks, spread out across the entire fleet. 
Use Eric's Charge and Eric's Pocket Potion.	Eric, the Utility Dwarf	Before we get too crazy what with the dragon-killin', let me tell you a little bit about how I fight.""The Swift"" is what they call me, and here's why: I'll dash straight into your enemies - helmet first, mind you - and stun 'em for a few seconds. I also keep a few potions with me for tight spots. Why don't we practice fightin' together? Head out into the field, and try out my abilities. 
Bring Loramus' Body to the Altar of Storms, then protect it while the ritual completes.	The Altar of Storms	Up on the bluffs above our comfy cave is a powerful altar. A powerful DEMONIC altar, guarded by cultists, but powerful nonetheless. If you can reach it, you can use it to bring Loramus back to us. The altar will likely resist your efforts, so you'll have to protect Loramus' body while the ritual completes. Bring the demon hunter back to me afterwards. 
